1;5456;18131;10196,455;2614,878062
2;4077;13502;7457,665;1555,318181
3;3887;10027;6465,75;1362,61981
4;3531;10524;5599,445;1369,258441
5;3324;10288;4982,53;1186,925077
6;3324;8930;4737,56;1110,402313
7;3145;9079;4515,305;1256,113037
8;2975;9282;4292,415;1201,104934
9;2975;12462;4150,34;1365,250521
10;2975;8460;4060,885;1063,954271
11;2969;10161;4008,735;1302,547502
12;2725;9307;3944,625;1245,76911
13;2716;10824;3988,095;1410,697564
14;2713;7255;3579,13;971,7289916
15;2710;8038;3583,375;1168,825147
16;2707;7421;3366,68;911,2409877
17;2704;9446;3569,75;1228,259275
18;2698;7045;3348,535;915,4095361
19;2695;8813;3600,74;1314,085306
20;2695;7170;3502,36;1015,542633
21;2689;11223;3505,96;1250,460115
22;2689;8570;3407,965;1016,448613
23;2652;8554;3562,9;1225,443805
24;2649;9434;3434,815;1223,264056
25;2646;7724;3401,61;1081,272953
26;2643;11248;3601,17;1327,100125
27;2643;10254;3536,73;1375,590683
28;2643;8046;3509,29;1194,438172
29;2643;8462;3505,495;1148,299112
30;2640;10308;3436,84;1260,293103
31;2640;8588;3361,94;1103,91018
32;2640;7925;3570,25;1300,793722
33;2640;9838;3570,175;1277,704553
34;2640;8499;3549,555;1219,650166
35;2640;9585;3583,33;1359,31691
36;2640;8295;3630,92;1281,197496
37;2640;10829;3562,485;1333,558019
38;2640;9043;3446,55;1203,14108
39;2600;10206;3531,065;1233,896301
40;2600;8349;3516,765;1212,181282
41;2600;9086;3662,035;1335,000324
42;2600;7882;3387,48;1141,302011
43;2600;7816;3405,48;1207,610545
44;2600;8472;3368,13;1157,757018
45;2600;7386;3461,34;1070,989797
46;2600;7589;3555,22;1244,701969
47;2600;10205;3631,685;1285,553665
48;2600;9764;3451,07;1317,610931
49;2600;8419;3373,83;1106,136425
50;2600;8715;3432,445;1216,583674
